path	sentence	client_id
common_voice_ckb_30450198.mp3	لەبیر نەکەن دوای نان خواردن و پێش نووستن ددانەکانتان بشۆن	
common_voice_ckb_30450199.mp3	ناچار بوو هەفتەیەکی تەواو لە نەخۆشخانە بمێنێتەوە	
common_voice_ckb_30450202.mp3	گەمژانەیە ئەگەر ئەوە دووبارە بکەیتەوە	
common_voice_ckb_30450203.mp3	تەنانەت قاسمیش چیتر ڕۆژان لە باوەش ناگرێت	
common_voice_ckb_30450204.mp3	پێویستە فێری سەبرگرتن بیت	
common_voice_ckb_30450205.mp3	ساڵی چەند بوو کە ڕێفراندۆم کرا	
common_voice_ckb_30450207.mp3	ئێوە دەتوانن بچنە ماڵەوە ئەگەر ویستتان	
common_voice_ckb_30450208.mp3	ئەم دوو کراسە لە هەمان ماددە دروست کراون	
common_voice_ckb_30450209.mp3	ئاڵاکانی ژاپۆن دەشەکانەوە	
common_voice_ckb_30450210.mp3	سەد دوو سەد سێ سەد چوار سەد پێنج سەد	
common_voice_ckb_30450211.mp3	کچەکەی شێرزاد وەک کوڕێک خۆی پۆشی بوو	
common_voice_ckb_30450212.mp3	لە ماڵ نەبوون	
common_voice_ckb_30450213.mp3	بە ئیتاڵی قسە بکەن لە ئەڵمانی تێناگەم	
common_voice_ckb_30450214.mp3	ژوورەکەی پیسە	
common_voice_ckb_30450215.mp3	هەوڵم دا بڕیار ڕازی بکەم کە ئەوە بکات	
common_voice_ckb_30450216.mp3	شەش هەزار و پێنج سەد	
common_voice_ckb_30450217.mp3	ڕەنگە هەڵە بم	
common_voice_ckb_30450220.mp3	بژار دەیەوێت ئۆتۆمۆبیلەکەی بە ڕەنگی شین بۆیاغ بکات	
common_voice_ckb_30450221.mp3	تکایە باوەڕ بە هەموو چیرۆکەکان دەربارەی ئەمیر مەکەن	
common_voice_ckb_30450222.mp3	ئەوە بوەستێنە ئەی نابینی ترساوە	
common_voice_ckb_30450223.mp3	سەرچیا پێی وا بوو شتێک هەڵەیە	
common_voice_ckb_30450224.mp3	دەتوانم ناوەڕۆکی پاکێجەکە ببینم	
common_voice_ckb_30450225.mp3	حەزم لە یارمەتیدانی داپیر و باپیرمە لە باخچەکە	
common_voice_ckb_30450226.mp3	خێراترین ڕێ کامەیە بۆ گەیشتن بە نووسینگەی پۆستە لێرەڕا	
common_voice_ckb_30450227.mp3	پێویستمان بە وشەی نوێیە بۆ جیهانێکی گۆڕاو	
common_voice_ckb_30450228.mp3	ئایا کاردانەوەکانی بینەرێکی کورد و بینەرێکی بیانی وەک یەکن	
common_voice_ckb_30450229.mp3	نرخەکانی ئاڵوگۆڕ ڕۆژانە لە دەرەوەی نووسینگەی پارەدار بڵاو دەکرێنەوە	
common_voice_ckb_30450231.mp3	وردەکارییەکان هێشتا لە قۆناغی کۆتایین	
common_voice_ckb_30450232.mp3	ئەو هەروەها خوشکەکەی بانگهێشتی ئاهەنگەکە کراون	
common_voice_ckb_30450233.mp3	با سووکەخەوێک بکەم	
common_voice_ckb_30450234.mp3	مەسەلە تەنیا پارە نییە	
common_voice_ckb_30450235.mp3	ئەم وەرگێڕانە باشترە لەوەیان	
common_voice_ckb_30450237.mp3	تەواو سەرنجڕاکێش بوو	
common_voice_ckb_30450238.mp3	ناتوانیت بیهێنیتە پێش چاوت کە چەند نیگەران بووم	
common_voice_ckb_30450239.mp3	لەسەر هەموو جومگەکانی دەوڵەتداری لە عێراق	
common_voice_ckb_30450240.mp3	قەت لەسەر کەشتی بوویت	
common_voice_ckb_30450241.mp3	هیچ ئیشێکی دیکەم نەبوو بیکەم	
common_voice_ckb_30450242.mp3	ئێمە خەڵکی کەنەداین	
common_voice_ckb_30450243.mp3	ئەمن لاوی کوردم عاقڵ و ئازا	
common_voice_ckb_30450289.mp3	زۆر شت گۆڕاون لەدوای ڕۆیشتنی قاسم	
common_voice_ckb_30450290.mp3	حەزم لە گرتنی وێنەیە	
common_voice_ckb_30450291.mp3	وەک شێت عاشقی ئەوە	
common_voice_ckb_30450292.mp3	هێشتا دەبێت جلشۆرەکە چاک بکەم	
common_voice_ckb_30450293.mp3	کوان کوڕەکانی تر	
common_voice_ckb_30459283.mp3	من موسڵمانم و کوردم	
common_voice_ckb_30459284.mp3	دەتوانن ئامۆژگارییەکم بکەن	
common_voice_ckb_30459285.mp3	سەمیرە یەکەم دڵبەری من بوو	
common_voice_ckb_30459286.mp3	پێم وانییە کە دروست بێت واز لە کارەکەت بهێنیت	
common_voice_ckb_30459287.mp3	لە هاوین ئێرە زۆر گەرمە	
common_voice_ckb_30459293.mp3	دەبێت ڕاستییەکانیان پێ بڵێیت	
common_voice_ckb_30459294.mp3	بێریڤان پێویستی بە پارە بوو	
common_voice_ckb_30459295.mp3	بەڵام بەتەواوی ڕایناگرێت	
common_voice_ckb_30459297.mp3	ئازاد ڕستەکەی لەبیر چوو	
common_voice_ckb_30459313.mp3	لە ڕۆژی سەربەخۆییی وڵاتان	
common_voice_ckb_30459315.mp3	بە یەک چرکە	
common_voice_ckb_30459316.mp3	هەوڵەکەت بۆ پاراستنم بەرز دەنرخێنم	
common_voice_ckb_30459317.mp3	پێم وایە بەختمان هەبوو	
common_voice_ckb_30459321.mp3	جوتیار کەسێکی زۆر باشە	
common_voice_ckb_30459322.mp3	ناڕۆین تا دوای تاریکی	
common_voice_ckb_30459324.mp3	ئامادەم دان بەوەدا بنێم کە ئەوە هەڵەی من بوو	
common_voice_ckb_30459325.mp3	زیری داوای ئایسکرێم دەکات	
common_voice_ckb_30459327.mp3	ئەو هەژارە بەڵام بەختەوەرە	
common_voice_ckb_30459328.mp3	مەشق کردن باشترین مامۆستایە	
common_voice_ckb_30459329.mp3	من ئێستا کاتم بۆ ئەوە نییە	
common_voice_ckb_30459331.mp3	خەریکین چای دەخۆین	
common_voice_ckb_30459332.mp3	پێویست بوو ماوەیەکی زۆر چاوەڕێ بکەیت	
common_voice_ckb_30459364.mp3	کەس نەیویست بێتە وڵاتەکەم	
common_voice_ckb_30459365.mp3	ئەو کاتژمێرێکی وەک ئەوەی تۆی دەوێت	
common_voice_ckb_30459372.mp3	ئەم هاوینە هاوینێکی زۆر درێژ و زۆر گەرم بوو	
common_voice_ckb_30459376.mp3	کارۆخ نزیکترین هاوڕێمە	
common_voice_ckb_30459377.mp3	خۆم ئەوە دەکەم	
common_voice_ckb_30459392.mp3	پەیوەندییەکە لە ڕۆژی یەکەمەوە کارەسات بوو	
common_voice_ckb_30459394.mp3	وەرگرتنی ڤاکسین بۆ مامۆستایان ئیجبارییە	
common_voice_ckb_30459396.mp3	هێشتا ڕێیەکی درێژم لەپێشە	
common_voice_ckb_30459401.mp3	کوڕینە ئێمە داهاتووین	
common_voice_ckb_30459402.mp3	کازم لە خەستەخانەیەکی ئەم نزیکانە ئیش دەکات	
common_voice_ckb_30459410.mp3	بۆچی دەتەوێت بگەڕێیتەوە بۆ کوردستان	
common_voice_ckb_30459413.mp3	بەڕاستی زۆر قورس بوو	
common_voice_ckb_30459414.mp3	عەلی پێی باش بوو نەناسراو بێت	
common_voice_ckb_30459415.mp3	لە شوێنێک دەستکێشی ڕاستم ون کردووە	
common_voice_ckb_30459416.mp3	زەکەریا و ماری بەتەنیا لە کەنار دەریا بوون	
common_voice_ckb_30459417.mp3	شیرت هێناوە	
common_voice_ckb_30459424.mp3	من زۆر باش نیم لە ئامۆژگاریکردن	
common_voice_ckb_30459426.mp3	خەڵاتی فیزیا و کیمیا	
common_voice_ckb_30459428.mp3	کچەکە زۆر بەئەدەب و عاقڵە	
common_voice_ckb_30459429.mp3	خاڵە بههێزەکانت چین	
common_voice_ckb_30459432.mp3	هێشتا ناسنامەی بکوژەکە نەزانراوە	
common_voice_ckb_30459440.mp3	فازڵمان دۆزییەوە	
common_voice_ckb_30459446.mp3	شادم	
common_voice_ckb_30459459.mp3	داوانامەکان تا سبەی وەردەگیرێن	
common_voice_ckb_30459461.mp3	تیمەکانی بیناسازی شەو و ڕۆژ کاریان دەکرد	
common_voice_ckb_30459462.mp3	هاتم تا پێت بڵێم کە من واز دههێنم	
common_voice_ckb_30459464.mp3	لە کوێ فێرە زمانی ڕۆمانی بوو	
common_voice_ckb_30459465.mp3	لە تەنیشت ڕێگاکە بڕۆ	
common_voice_ckb_30459466.mp3	بەیانیان و ئێواران	
common_voice_ckb_30459479.mp3	حەز دەکەم بۆ هەمیشە لە کاروان ڕزگارم بێت	
common_voice_ckb_30459480.mp3	هەموو کارتەکانی خۆی لەسەر مێزەکە دانا	
common_voice_ckb_30459483.mp3	لە سێبەری درەختێک پشووم دا	
common_voice_ckb_30459485.mp3	بەڵام هەوڵدەدەین شتێکی بههێزتر دروست بکەین	
common_voice_ckb_30459486.mp3	نیوەی دووەمی سەدەی بیستەم	
common_voice_ckb_30459500.mp3	نازانم چی بەسەر هاتووە	
common_voice_ckb_30459503.mp3	گوتی دۆزینەوەیەکی باش بووە	
common_voice_ckb_30459507.mp3	لە ئێستا بڵاوە و ئەگەری هەیە لە داهاتوو بڵاوتر بێت	
common_voice_ckb_30459514.mp3	چۆن وەسفی جەوی ویکیپیدیا دەکەیت	
common_voice_ckb_30459516.mp3	زۆر جار بەرگوێمان کەوتووە	
common_voice_ckb_30459517.mp3	شێروان بڕیاری دا وەڵامی پرسیارەکە نەداتەوە	
common_voice_ckb_30459525.mp3	هیچ دوژمنێکی نییە	
common_voice_ckb_30459526.mp3	ئێوارە لەسەر پردەکە یەکتر دەبینین	
common_voice_ckb_30459528.mp3	ڕێباز بوو بە شازدە ساڵ	
common_voice_ckb_30459536.mp3	لە سەدا حەفتا و نۆی دانیشتووان	
common_voice_ckb_30459538.mp3	زۆربەی ڕۆژەکەی لە نەخۆشخانە بەسەر برد	
common_voice_ckb_30459539.mp3	نابێت ئەنفال و کیمیابارانی هەڵەبجە لەبیر بکەین	
common_voice_ckb_30459543.mp3	هێشتا بڕیاری نەداوە	
common_voice_ckb_30459549.mp3	توانای ئەم ئاسانسۆرە دە کەسە	
common_voice_ckb_30459550.mp3	هەولێر پایتەختی هەرێمی کوردستانە	
common_voice_ckb_30459552.mp3	هەمووان وا دەزانن کە مەلا عەلی دەوڵەمەندە	
common_voice_ckb_30459553.mp3	تێکڕای بەرهەمی ناوخۆیی پێوەر نییە بۆ کوالێتیی ژیان لە وڵاتێک	
common_voice_ckb_29353625.mp3	ەیند ساحیب نامووس و پیاوەتی بو	
common_voice_ckb_29353628.mp3	هەمان شتم کرد	
common_voice_ckb_29353629.mp3	ئاوازی لێ هەڵ ئەبڕێ	
common_voice_ckb_29353669.mp3	لەبیرت ماوە نێوی چی بوو	
common_voice_ckb_29353672.mp3	کڵاوی لار دائەنێ	
common_voice_ckb_29353674.mp3	بەڵام بۆ ئەمجارە دەبێت بەزووترین کات بچینە ئەڵمانیا	
common_voice_ckb_29353678.mp3	ئەوروپای ڕۆژئاوا بەشی ڕۆژئاوای قاڕەی ئەوروپایە	
common_voice_ckb_29353740.mp3	دوژمنی زانا نەک دۆستی نەزان	
common_voice_ckb_29353742.mp3	بۆ وا ناڕەحەت بۆ وا شێواوی	
common_voice_ckb_29353743.mp3	نەجیبە پەرچەمی خاوت چینچینە	
common_voice_ckb_29353745.mp3	دارستان هەموو دارێکی جوان نییە	
common_voice_ckb_29353746.mp3	ئەمن بە وەم نەزانی	
common_voice_ckb_29353775.mp3	بەخێر هاتی جار و بار	
common_voice_ckb_29353776.mp3	لەبەر گەرمای هاوینێ	
common_voice_ckb_29353778.mp3	هەموو یاساکانی قەدەغەکردن لەخۆ ناگرێت بەڵام ئەوە هێشتا هەر بەسوودە	
common_voice_ckb_29353779.mp3	لە گەشەپێدان و دروستکردنی پێکوتەیەک	
common_voice_ckb_29353854.mp3	تۆم نایەوێت هێچ شتێک بخواتەوە	
common_voice_ckb_29353856.mp3	میوان لە شەڕێ	
common_voice_ckb_29353858.mp3	کەرەفتوو ئەگەرچی ئەشکەوتێکی سرووشتیە بەلام گۆڕانکاریەکانی مرۆڤی سەردەمی کۆنی تێدا ئاشکرایە	
common_voice_ckb_29353860.mp3	تۆم برای منە باوکی من نییە	
common_voice_ckb_29353955.mp3	ئەنجوومەنی پێشڤەچوونی زانستی ئەمریکا	
common_voice_ckb_29353957.mp3	کەڵەشێریش نەبێت ڕۆژ ئەبێتەوە	
common_voice_ckb_29353959.mp3	من دەڵێم پەشێو یەکسانە بە هەولێر	
common_voice_ckb_29353996.mp3	ئەم نیشانانە لە کەیەوە بوونیان هەیە	
common_voice_ckb_29353998.mp3	من ناوم پرچە	
common_voice_ckb_29353999.mp3	بگرە هەنگوون و نەبات	
common_voice_ckb_29354052.mp3	بە وەی ڕقم لێی هەستا	
common_voice_ckb_29354053.mp3	دەچمەوە مەهابادێ	
common_voice_ckb_29354054.mp3	زیانەکانی ئەم ڤاکسینە هێشتا دیاری نەکراوە	
common_voice_ckb_29354090.mp3	لە بەرانبەریشیدا مرۆڤ خزمەتی ئاژەڵ دەکات	
common_voice_ckb_29354091.mp3	پێڵاوەکانی هەڵکێشا	
common_voice_ckb_29354094.mp3	دنیامان بۆ دەبێ ڕەوان	
common_voice_ckb_29354135.mp3	گەشتە ئاسمانییەکان دەست پێدەکەنەوە	
common_voice_ckb_29354138.mp3	مەتاڵی لە بن سەر داناوە	
common_voice_ckb_29354174.mp3	ماوەیەک لەوێ ماوەتەوە	
common_voice_ckb_29354175.mp3	گیانە دڵەی من	
common_voice_ckb_29354176.mp3	کارێکی نەشیاوە تۆڕی کۆمەڵایەتی بکرێتە سەرچاوەی هەر بابەتێکی تری زانستی	
common_voice_ckb_29354177.mp3	هیواداری ژیانێکی خۆش	
common_voice_ckb_29354178.mp3	دەست بگرێ بەسەر سیاسەتڕێژیی گشتیدا	
common_voice_ckb_29433879.mp3	هەموو بە گیان و بە سەر	
common_voice_ckb_29433882.mp3	ئیننا لیللاە و ئیننا ئیلەیەی ڕاجیعوون	
common_voice_ckb_29433883.mp3	فاتمە دوو چاوی مەستت شێتی کردم فاتمە	
common_voice_ckb_29433884.mp3	ئێوە جووت دەکەن	
common_voice_ckb_29433925.mp3	لە سەر مەحموودکانی	
common_voice_ckb_29433927.mp3	ئاسکی مەیدەشت و گۆرانە	
common_voice_ckb_29433928.mp3	توڕەیی و هەرا فیلمێکی ئێرانییە لە جۆری هەست بزوێن	
common_voice_ckb_29433967.mp3	تاوەکو ئێستا ناوی عێراق لە ئەجێندای کۆبوونەوەکاندا نییە	
common_voice_ckb_29433969.mp3	لە ڕاستیدا گەر خۆشەویستیت نەبێت بۆ ئەو کارەی دەیکەیت	
common_voice_ckb_29433970.mp3	وەکو ئاخر زەمانە	
common_voice_ckb_29433971.mp3	بەفران گرت لە کۆڵانە	
common_voice_ckb_29433973.mp3	بە من نابی ڕازی	
common_voice_ckb_29434026.mp3	ئێرەکە میراوایە بەشێکە لە بۆکانە	
common_voice_ckb_29434028.mp3	با شتێکتان پێبڵێم کە پێویستە بیزانن	
common_voice_ckb_29434029.mp3	بۆچی دەبێت بیکڕین	
common_voice_ckb_29434105.mp3	قەرز کۆن ئەبێت نافەوتێت	
common_voice_ckb_29434106.mp3	ئەو زۆر بەناوبانگە	
common_voice_ckb_29434107.mp3	داتای کلینیکی ئێمە لەگەڵ ڤایرۆسناسی لینک دەکرێت	
common_voice_ckb_29434109.mp3	پێی بڵێن خوارزات هات	
common_voice_ckb_29479517.mp3	کاتێک من سەبارەت بە منداڵبوون لە وڵاتانی دیکە بابەتم دەخوێندەوە بۆم دەرکەوت	
common_voice_ckb_29479518.mp3	یارمەتی	
common_voice_ckb_29479519.mp3	ئایا لە داهاتوودا کۆمپانیایەک دەتوانێت ڕکابەرییان بکات	
common_voice_ckb_29479520.mp3	دوای بڵاوبونەوەی ئیسلام و پێکهێنانی چەند دەوڵەتێک	
common_voice_ckb_29479557.mp3	ڤیدیۆکەم داگرت	
common_voice_ckb_29479558.mp3	میری بۆتان لە خوازبێنیی تاجدین خۆشحاڵ دەبێ و ستی و تاجدین زەماوەند دەکەن	
common_voice_ckb_29479561.mp3	لە ڕۆژهەڵاتی ناوەڕاست ئەنجام دەدرێت	
common_voice_ckb_29479562.mp3	دوای نزیکەی مانگێک لە داخرانی ڕێگای چین و وڵاتانی جیهان	
common_voice_ckb_29479593.mp3	جەنگی جیهانیی دووەم بە جەنگێکی گشتگیر دادەنرێت	
common_voice_ckb_29479594.mp3	نا	
common_voice_ckb_29479595.mp3	حەڵەب هەتا میسر و شام	
common_voice_ckb_29479598.mp3	بەغدا لەکاتی خۆیدا مووچە دەدات	
common_voice_ckb_29479616.mp3	ناسراوین بەو داوەتە	
common_voice_ckb_29479617.mp3	ئەو کەسە ژیرە پیری لە بیرە	
common_voice_ckb_29479618.mp3	مەکۆی زانیاری سەرهێڵ بۆ تەواوی گەلەکەمان	
common_voice_ckb_29479619.mp3	ئەگەر قەلم دەدەیێ	
common_voice_ckb_29479620.mp3	لای نیوەڕۆ دێم بۆ لات	
common_voice_ckb_29479650.mp3	ئەوەی زێڕەکەی وەرگرتووە بەوەی کە شووتییەکەی وەرگرتووە دەڵێ	
common_voice_ckb_29479651.mp3	ڕێکارەکانی کارکردن لە دوورەوە لە چەندین ناوچەی چین گیرایە بەر	
common_voice_ckb_29479652.mp3	ناوەندی ئەم پارێزگایە شاری سنەیە	
common_voice_ckb_29479654.mp3	گرتیان دەرگاەی ڕەحمان	
common_voice_ckb_29479655.mp3	دوعای دایک بۆ عەولاد	
common_voice_ckb_29479671.mp3	بە گۆرانی و بە هۆرە	
common_voice_ckb_29479673.mp3	هەروەها پووشە تام هەیە	
common_voice_ckb_29479674.mp3	چونکە گورگەکان تا ڕادەیەک کەمن	
common_voice_ckb_29479713.mp3	چۆن سوود لە بەستەر و بابەتەکانی پێشووت وەربگریت	
common_voice_ckb_29479714.mp3	سەری نایەشێت پەڕۆی لێ بەستووە	
common_voice_ckb_29479715.mp3	بازرگانی چالاکی و بەریەک کەوتنەکان وەستاون	
common_voice_ckb_29479716.mp3	لە لایەکی دیکەشەوە مێرسڤایرۆسی کۆڕۆنا ماوەیەکی زۆرە لە وشتردا بوونی هەبووە	
common_voice_ckb_29479717.mp3	سێ پێ مەودایەکی گونجاوە بۆ دووربوون لە کەسی نەخۆش	
common_voice_ckb_29479760.mp3	زیندانە کۆتوبەندە	
common_voice_ckb_29479762.mp3	خاک و ئەشکەوتەکانی کوردستانی لە بیر نەچووە	
common_voice_ckb_29479763.mp3	بەوە هەم نان پەیدا دەکات و هەم کاتیشی پێ بەسەر دەبات	
common_voice_ckb_29479776.mp3	کۆمپانیاکانی بواری وزەی ڕووسیا لە هەرێمی کوردستان چالاکییان هەیە	
common_voice_ckb_29479778.mp3	ڕێکخراوەکان هەشت مەرجیان لەسەر پڕۆژەکانی حکومەت ڕاگەیاند	
common_voice_ckb_29479826.mp3	گۆڕستانی چراکان لە شێرکۆ بێکەس	
common_voice_ckb_29479827.mp3	ئەم ماڵە بە بۆنەی تۆوە بەرپایە ئەزیزم	
common_voice_ckb_29479829.mp3	قورئانێکم پێ دا	
common_voice_ckb_29479830.mp3	نەشمیل گوڵی نەسرینە	
common_voice_ckb_29479857.mp3	زۆرێک پێیان وایە پاشەکشەی ئابووری چاوەڕوانکراوە	
common_voice_ckb_29479858.mp3	پرسیاریان کرد لە وانە	
common_voice_ckb_29479859.mp3	حکوومەت یان میری	
common_voice_ckb_29479860.mp3	ئایا هەست بە توندی دەکەیت لە سنگتدا	
common_voice_ckb_29479896.mp3	وەڵڵا بە کەس نەداوە	
common_voice_ckb_29479899.mp3	وەک شیزۆفرینیا	
common_voice_ckb_29479900.mp3	گۆزەکە لەسەر دیوارەکەیە	
common_voice_ckb_29479902.mp3	عانێ دەڕۆی بۆ سەیران	
common_voice_ckb_29479903.mp3	دەتوانن هەندێکم لەوە پێ بدەن	
common_voice_ckb_29558264.mp3	محەممەدی قازی وەرگێڕێکی گەورەیە	
common_voice_ckb_29593613.mp3	هەورازی بڵیند و نەوی	
common_voice_ckb_29593614.mp3	کە زۆر هات قەوارە بەتاڵە	
common_voice_ckb_29593688.mp3	کاتی نووستنە	
common_voice_ckb_29593689.mp3	دۆن کیشۆت چەند جارێک وەک فیلم بەرهەمهاتووە	
common_voice_ckb_29593691.mp3	بۆم وەرە دەرکی حەوشە	
common_voice_ckb_29593835.mp3	گرنگە لێکدانەوە بکەیت	
common_voice_ckb_29593836.mp3	یادی کۆچی داوی شاعیری گەورەی کورد	
common_voice_ckb_29593929.mp3	کاری تۆ چارەگێکە یان سێ سەعاتی ئەسەحییە	
common_voice_ckb_29593934.mp3	کۆمپانیاکانی مایکڕۆسافت گووگڵ و ئامازۆن	
common_voice_ckb_29593972.mp3	چاوێکم دێشێ یەکێکم تانە	
common_voice_ckb_29594002.mp3	ئەوەی لێرە ئێمە دەیکەین بریتیە لە بڵاوکردنەوەی ئەو شەپۆلانە	
common_voice_ckb_29594005.mp3	کاریگەریی گەورەی لەسەر خەڵکی نەبێ	
common_voice_ckb_29594044.mp3	هەردووکمان لە زانکۆین	
common_voice_ckb_29594125.mp3	چۆن نەشئەی کەللەم بزووت	
common_voice_ckb_29594127.mp3	لە ڕاستیدا دەبێت ئەوەمان لە پێشچاو بێت	
common_voice_ckb_29594166.mp3	پەیوەندیمان بە کۆلێجەکانی پزیشکیی ڤێتەرنەری و کشتوکاڵەوە کردووە	
common_voice_ckb_29594170.mp3	حاجی قادری کۆیی لە کۆیە لەدایک بوو	
common_voice_ckb_29630398.mp3	پێم وایە تۆم درۆم لەگەڵ دەکات	
common_voice_ckb_29630570.mp3	چیدی ناتوانرێت هیچ ئەندامێک بچێنرێت	
common_voice_ckb_29630573.mp3	ساز بە زوو بە مەبە گیر	
common_voice_ckb_29630577.mp3	جوچکە لە گەرمادا ناژی	
common_voice_ckb_29630672.mp3	بە تەندروستییەکی باشەوە ئازادی بکەم	
common_voice_ckb_29630675.mp3	تۆم ئەوەی گوت کە چەقۆیەکی پێبووە	
common_voice_ckb_29630676.mp3	بەژنێ باریکە ڕابرد ڕەبی کۆرە بم نەمدی	
common_voice_ckb_29630858.mp3	لە تورکیا فیلمێک لەم چیرۆکە دروست کرا	
common_voice_ckb_29631015.mp3	دەنوویت	
common_voice_ckb_29631115.mp3	ئایا لەناو خزمەکانتدا ئەو نیشانانە هەیە	
common_voice_ckb_29686955.mp3	یەکێکە لە زمانە هەرە بەربڵاوەکانی جیهان	
common_voice_ckb_29686956.mp3	هۆکارەکان بۆ ئەوە زۆرن	
common_voice_ckb_29687011.mp3	دایک زۆر دڵسۆزە	
common_voice_ckb_29687012.mp3	حەیران تایبەتە بە مۆسیقای کوردی	
common_voice_ckb_29687013.mp3	کاتێک منداڵەکە لەسەر پشت بێت	
common_voice_ckb_29687073.mp3	قاچی منداڵەکە بەرز دەکرێتەوە پشتی دێشێ	
common_voice_ckb_29687075.mp3	ڕووناکی هەر دوو چاوم	
common_voice_ckb_29687077.mp3	دووبارە چەشنی کەوباڕ	
common_voice_ckb_29687138.mp3	بۆ کۆمپانیا و نیشانە بازرگانییەکان ئەمە بههێزترین جۆرەکانی بڵاگە	
common_voice_ckb_29687140.mp3	خوێن لە عەرزی هاتە جۆش	
common_voice_ckb_29687142.mp3	تاسەی دایەگەورەم دەکەم	
common_voice_ckb_29687143.mp3	دەستی پێکرد لە ئاسیا	
common_voice_ckb_29687187.mp3	ناوچە تووشبووەکان چین	
common_voice_ckb_29687188.mp3	زۆر گرنگە کە ئارام بگریت و پڕهیوا و وزە بیت	
common_voice_ckb_29687190.mp3	فرمێسک دێ لە چاوانێ	
common_voice_ckb_29687191.mp3	لە دەستم دێ	
common_voice_ckb_29687251.mp3	حەقی خۆم لێو دەستێنم	
common_voice_ckb_29687252.mp3	ئەم بابەتە خوێندراوەتەوە	
common_voice_ckb_29687314.mp3	هاوژین و چوار منداڵی هەیە	
common_voice_ckb_29687315.mp3	پێم بڵێ ئەتۆ نێوت چییە	
common_voice_ckb_29687316.mp3	بزن بۆ شەوێکیش شوێنی خۆی خۆش ئەکات	
common_voice_ckb_29687317.mp3	برسێتی ڕەگی هاری بەدەمەوەیە	
common_voice_ckb_29687391.mp3	ببوورە پرسیارێکم هەیە	
common_voice_ckb_29687393.mp3	بەڵام ئێستا ڕێژەی باران بارینی تیا کەم بۆتەوە	
common_voice_ckb_29687394.mp3	پێویستە سەردانی پزیشک بکەم	
common_voice_ckb_29687450.mp3	لێیان ئەبێ بە نۆرە	
common_voice_ckb_29687451.mp3	کە ئیش ڕووی کردە تەواو	
common_voice_ckb_29687454.mp3	ژیانی لادێ و خۆشییەکانی	
common_voice_ckb_29728953.mp3	نە مەجنوونم نە فەرهادم	
common_voice_ckb_29728980.mp3	نیوە شەو بوو تەواوە	
common_voice_ckb_29729024.mp3	یان بازرگانێکی ئەو ماددانەیە	
common_voice_ckb_29729027.mp3	بەڵام هەندێک لەوانە بریتین لەوەی	
common_voice_ckb_29729057.mp3	فەرمووی نانی بێنن بۆ میوانان	
common_voice_ckb_29729213.mp3	فێری چۆنێتی بەکارهێنانی دەرمانەکانی دەکات	
common_voice_ckb_29729218.mp3	گامێش هەیە لە بەسڕە	
common_voice_ckb_29729296.mp3	ئەگەر بۆ خۆت بزانی	
common_voice_ckb_29729362.mp3	هەر شوێنێک دەستی ئەوانی پێگەیشتبێت	
common_voice_ckb_29729364.mp3	وەک لاوازبوونی توانای بینین و بیستن	
common_voice_ckb_29729396.mp3	قەت زەڕڕێک نەدەترسان	
common_voice_ckb_29729397.mp3	قەبارەکەی زۆرە	
common_voice_ckb_29729398.mp3	بەکاری دههێنێت	
common_voice_ckb_29729417.mp3	دیموکراتەکان لە هۆکاری سەرکەوتنەکانی ترامپ تێناگەن	
common_voice_ckb_29729418.mp3	زۆرترین داهاتی بەدەستهێنا	
common_voice_ckb_29729451.mp3	پێویستیمان بە پیاوانی وەک ئێوەیە	
common_voice_ckb_29729482.mp3	بەو پێیەی پیرەمێردیش وازی لە خوێندنەکەی هێنا بوو بە میرزا	
common_voice_ckb_29729569.mp3	ماوەی دوو هەفتەیە	
common_voice_ckb_29729628.mp3	سەرەڕای ئەمە هەندێک لە پسپۆڕەکان زۆر گەشبین نین	
common_voice_ckb_29729630.mp3	دوو سێ ڕۆژی بەمجۆرە	
common_voice_ckb_29729649.mp3	چۆن پەیوەندیت پێ بکەم	
common_voice_ckb_29748266.mp3	خوات لەگەڵ بێت	
common_voice_ckb_29748268.mp3	سەرم زۆر دێشێت	
common_voice_ckb_29808895.mp3	باسی ئینسان دەکات	
common_voice_ckb_29808896.mp3	هیچ شتێکی هەرزانترت هەیە	
common_voice_ckb_29808938.mp3	وریا بە گێرەوکێشە دروست نەکەیت	
common_voice_ckb_29808981.mp3	نامەوێت بەتەنیا بچم بۆ بازاڕکردن	
common_voice_ckb_29809057.mp3	دەبێت وەک ئەوەی پێت دەگوترێت بیکەیت	
common_voice_ckb_29809090.mp3	سی ساڵ لێرە ژیام	
common_voice_ckb_29809192.mp3	بەڵێ ئەوەندەی من ئاگادار بم	
common_voice_ckb_29809194.mp3	بە عومەر بڵێین	
common_voice_ckb_29809267.mp3	پشیلەکەی جەیمس تووڕەیە	
common_voice_ckb_29809374.mp3	چێژم لە سەردانی ژاپۆن وەرگرت	
common_voice_ckb_29809376.mp3	تکایە دەتوانی پێم بڵێیتەوە کە چەند جار لێرە بوویت	
common_voice_ckb_29809504.mp3	هەرگیز جارێکی دیکە لەو ڕێستورانتە نان ناخۆم	
common_voice_ckb_29809505.mp3	تۆ وەک منداڵێک ڕەفتار دەکەیت	
common_voice_ckb_29809507.mp3	ئەمە حاسیبەی ئەوە	
common_voice_ckb_29809572.mp3	هەوڵ دەدات قورئان لەبەر بکات	
